expert_id,risk_id,alternative_id,alternative,criterion,score
Expert_10,R1,A4,Shared,C7,7
Expert_11,R1,A1,Client,C1,6
Expert_11,R1,A1,Client,C2,5
Expert_11,R1,A1,Client,C3,9
Expert_11,R1,A1,Client,C4,7
Expert_11,R1,A1,Client,C5,8
Expert_11,R1,A1,Client,C6,8
Expert_11,R1,A1,Client,C7,5
Expert_11,R1,A2,Contractor,C1,8
Expert_11,R1,A2,Contractor,C2,6
Expert_11,R1,A2,Contractor,C3,6
Expert_11,R1,A2,Contractor,C4,7
Expert_11,R1,A2,Contractor,C5,5
Expert_11,R1,A2,Contractor,C6,8
Expert_11,R1,A2,Contractor,C7,8
Expert_11,R1,A3,Consultant,C1,6
Expert_11,R1,A3,Consultant,C2,6
Expert_11,R1,A3,Consultant,C3,5
Expert_11,R1,A3,Consultant,C4,8
Expert_11,R1,A3,Consultant,C5,7
Expert_11,R1,A3,Consultant,C6,3
Expert_11,R1,A3,Consultant,C7,4
Expert_11,R1,A4,Shared,C1,9
Expert_11,R1,A4,Shared,C2,9
Expert_11,R1,A4,Shared,C3,7
Expert_11,R1,A4,Shared,C4,7
Expert_11,R1,A4,Shared,C5,9
Expert_11,R1,A4,Shared,C6,8
Expert_11,R1,A4,Shared,C7,8
Expert_12,R1,A1,Client,C1,6
Expert_12,R1,A1,Client,C2,6
Expert_12,R1,A1,Client,C3,9
Expert_12,R1,A1,Client,C4,8
Expert_12,R1,A1,Client,C5,8
Expert_12,R1,A1,Client,C6,5
Expert_12,R1,A1,Client,C7,7
Expert_12,R1,A2,Contractor,C1,8
Expert_12,R1,A2,Contractor,C2,9
Expert_12,R1,A2,Contractor,C3,7
Expert_12,R1,A2,Contractor,C4,6
Expert_12,R1,A2,Contractor,C5,4
Expert_12,R1,A2,Contractor,C6,9
Expert_12,R1,A2,Contractor,C7,7
Expert_12,R1,A3,Consultant,C1,7
Expert_12,R1,A3,Consultant,C2,7
Expert_12,R1,A3,Consultant,C3,5
Expert_12,R1,A3,Consultant,C4,7
Expert_12,R1,A3,Consultant,C5,8
Expert_12,R1,A3,Consultant,C6,7
Expert_12,R1,A3,Consultant,C7,5
Expert_12,R1,A4,Shared,C1,9
Expert_12,R1,A4,Shared,C2,8
Expert_12,R1,A4,Shared,C3,8
Expert_12,R1,A4,Shared,C4,8
Expert_12,R1,A4,Shared,C5,9
Expert_12,R1,A4,Shared,C6,8
Expert_12,R1,A4,Shared,C7,9
Expert_13,R1,A1,Client,C1,6
Expert_13,R1,A1,Client,C2,5
Expert_13,R1,A1,Client,C3,7
Expert_13,R1,A1,Client,C4,8
Expert_13,R1,A1,Client,C5,7
Expert_13,R1,A1,Client,C6,7
Expert_13,R1,A1,Client,C7,4
Expert_13,R1,A2,Contractor,C1,7
Expert_13,R1,A2,Contractor,C2,6
Expert_13,R1,A2,Contractor,C3,9
Expert_13,R1,A2,Contractor,C4,8
Expert_13,R1,A2,Contractor,C5,5
Expert_13,R1,A2,Contractor,C6,5
Expert_13,R1,A2,Contractor,C7,8
Expert_13,R1,A3,Consultant,C1,7
Expert_13,R1,A3,Consultant,C2,7
Expert_13,R1,A3,Consultant,C3,7
Expert_13,R1,A3,Consultant,C4,8
Expert_13,R1,A3,Consultant,C5,9
Expert_13,R1,A3,Consultant,C6,5
Expert_13,R1,A3,Consultant,C7,4
Expert_13,R1,A4,Shared,C1,9
Expert_13,R1,A4,Shared,C2,9
Expert_13,R1,A4,Shared,C3,8
Expert_13,R1,A4,Shared,C4,8
Expert_13,R1,A4,Shared,C5,8
Expert_13,R1,A4,Shared,C6,7
Expert_13,R1,A4,Shared,C7,9
Expert_14,R1,A1,Client,C1,4
Expert_14,R1,A1,Client,C2,5
Expert_14,R1,A1,Client,C3,8
Expert_14,R1,A1,Client,C4,8
Expert_14,R1,A1,Client,C5,6
Expert_14,R1,A1,Client,C6,5
Expert_14,R1,A1,Client,C7,5
Expert_14,R1,A2,Contractor,C1,9
Expert_14,R1,A2,Contractor,C2,8
Expert_14,R1,A2,Contractor,C3,9
Expert_14,R1,A2,Contractor,C4,8
Expert_14,R1,A2,Contractor,C5,6
Expert_14,R1,A2,Contractor,C6,6
Expert_14,R1,A2,Contractor,C7,7
Expert_14,R1,A3,Consultant,C1,5
Expert_14,R1,A3,Consultant,C2,6
Expert_14,R1,A3,Consultant,C3,3
Expert_14,R1,A3,Consultant,C4,9
Expert_14,R1,A3,Consultant,C5,6
Expert_14,R1,A3,Consultant,C6,7
Expert_14,R1,A3,Consultant,C7,6
Expert_14,R1,A4,Shared,C1,9
Expert_14,R1,A4,Shared,C2,7
Expert_14,R1,A4,Shared,C3,7
Expert_14,R1,A4,Shared,C4,8
Expert_14,R1,A4,Shared,C5,9
Expert_14,R1,A4,Shared,C6,7
Expert_14,R1,A4,Shared,C7,9
Expert_15,R1,A1,Client,C1,7
Expert_15,R1,A1,Client,C2,5
Expert_15,R1,A1,Client,C3,7
Expert_15,R1,A1,Client,C4,8
Expert_15,R1,A1,Client,C5,7
Expert_15,R1,A1,Client,C6,7
Expert_15,R1,A1,Client,C7,5
Expert_15,R1,A2,Contractor,C1,8
Expert_15,R1,A2,Contractor,C2,7
Expert_15,R1,A2,Contractor,C3,8
Expert_15,R1,A2,Contractor,C4,6
Expert_15,R1,A2,Contractor,C5,5
Expert_15,R1,A2,Contractor,C6,7
Expert_15,R1,A2,Contractor,C7,5
Expert_15,R1,A3,Consultant,C1,5
Expert_15,R1,A3,Consultant,C2,4
Expert_15,R1,A3,Consultant,C3,7
Expert_15,R1,A3,Consultant,C4,9
Expert_15,R1,A3,Consultant,C5,9
Expert_15,R1,A3,Consultant,C6,5
Expert_15,R1,A3,Consultant,C7,5
Expert_15,R1,A4,Shared,C1,8
Expert_15,R1,A4,Shared,C2,7
Expert_15,R1,A4,Shared,C3,8
Expert_15,R1,A4,Shared,C4,9
Expert_15,R1,A4,Shared,C5,9
Expert_15,R1,A4,Shared,C6,6
Expert_15,R1,A4,Shared,C7,9
Expert_16,R1,A1,Client,C1,6
Expert_16,R1,A1,Client,C2,5
Expert_16,R1,A1,Client,C3,9
Expert_16,R1,A1,Client,C4,8
Expert_16,R1,A1,Client,C5,5
Expert_16,R1,A1,Client,C6,8
Expert_16,R1,A1,Client,C7,7
Expert_16,R1,A2,Contractor,C1,8
Expert_16,R1,A2,Contractor,C2,6
Expert_16,R1,A2,Contractor,C3,7
Expert_16,R1,A2,Contractor,C4,4
Expert_16,R1,A2,Contractor,C5,4
Expert_16,R1,A2,Contractor,C6,8
Expert_16,R1,A2,Contractor,C7,7
Expert_16,R1,A3,Consultant,C1,7
Expert_16,R1,A3,Consultant,C2,6
Expert_16,R1,A3,Consultant,C3,3
Expert_16,R1,A3,Consultant,C4,8
Expert_16,R1,A3,Consultant,C5,6
Expert_16,R1,A3,Consultant,C6,3
Expert_16,R1,A3,Consultant,C7,4
Expert_16,R1,A4,Shared,C1,9
Expert_16,R1,A4,Shared,C2,9
Expert_16,R1,A4,Shared,C3,8
Expert_16,R1,A4,Shared,C4,9
Expert_16,R1,A4,Shared,C5,9
Expert_16,R1,A4,Shared,C6,7
Expert_16,R1,A4,Shared,C7,8
Expert_17,R1,A1,Client,C1,6
Expert_17,R1,A1,Client,C2,5
Expert_17,R1,A1,Client,C3,9
Expert_17,R1,A1,Client,C4,7
Expert_17,R1,A1,Client,C5,8
Expert_17,R1,A1,Client,C6,6
Expert_17,R1,A1,Client,C7,3
Expert_17,R1,A2,Contractor,C1,8
Expert_17,R1,A2,Contractor,C2,8
Expert_17,R1,A2,Contractor,C3,8
Expert_17,R1,A2,Contractor,C4,4
Expert_17,R1,A2,Contractor,C5,6
Expert_17,R1,A2,Contractor,C6,7
Expert_17,R1,A2,Contractor,C7,8
Expert_17,R1,A3,Consultant,C1,5
Expert_17,R1,A3,Consultant,C2,5
Expert_17,R1,A3,Consultant,C3,5
Expert_17,R1,A3,Consultant,C4,8
Expert_17,R1,A3,Consultant,C5,6
Expert_17,R1,A3,Consultant,C6,5
Expert_17,R1,A3,Consultant,C7,4
Expert_17,R1,A4,Shared,C1,9
Expert_17,R1,A4,Shared,C2,9
Expert_17,R1,A4,Shared,C3,8
Expert_17,R1,A4,Shared,C4,8
Expert_17,R1,A4,Shared,C5,7
Expert_17,R1,A4,Shared,C6,8
Expert_17,R1,A4,Shared,C7,9
Expert_18,R1,A1,Client,C1,6
Expert_18,R1,A1,Client,C2,5
Expert_18,R1,A1,Client,C3,9
Expert_18,R1,A1,Client,C4,6
Expert_18,R1,A1,Client,C5,8
Expert_18,R1,A1,Client,C6,6
Expert_18,R1,A1,Client,C7,5
Expert_18,R1,A2,Contractor,C1,7
Expert_18,R1,A2,Contractor,C2,8
Expert_18,R1,A2,Contractor,C3,7
Expert_18,R1,A2,Contractor,C4,5
Expert_18,R1,A2,Contractor,C5,6
Expert_18,R1,A2,Contractor,C6,6
Expert_18,R1,A2,Contractor,C7,6
Expert_18,R1,A3,Consultant,C1,5
Expert_18,R1,A3,Consultant,C2,6
Expert_18,R1,A3,Consultant,C3,5
Expert_18,R1,A3,Consultant,C4,7
Expert_18,R1,A3,Consultant,C5,7
Expert_18,R1,A3,Consultant,C6,4
Expert_18,R1,A3,Consultant,C7,6
Expert_18,R1,A4,Shared,C1,7
Expert_18,R1,A4,Shared,C2,9
Expert_18,R1,A4,Shared,C3,8
Expert_18,R1,A4,Shared,C4,9
Expert_18,R1,A4,Shared,C5,9
Expert_18,R1,A4,Shared,C6,7
Expert_18,R1,A4,Shared,C7,8
Expert_19,R1,A1,Client,C1,4
Expert_19,R1,A1,Client,C2,6
Expert_19,R1,A1,Client,C3,9
Expert_19,R1,A1,Client,C4,6
Expert_19,R1,A1,Client,C5,7
Expert_19,R1,A1,Client,C6,6
Expert_19,R1,A1,Client,C7,5
Expert_19,R1,A2,Contractor,C1,7
Expert_19,R1,A2,Contractor,C2,8
Expert_19,R1,A2,Contractor,C3,7
Expert_19,R1,A2,Contractor,C4,6
Expert_19,R1,A2,Contractor,C5,7
Expert_19,R1,A2,Contractor,C6,7
Expert_19,R1,A2,Contractor,C7,7
Expert_19,R1,A3,Consultant,C1,5
Expert_19,R1,A3,Consultant,C2,6
Expert_19,R1,A3,Consultant,C3,5
Expert_19,R1,A3,Consultant,C4,7
Expert_19,R1,A3,Consultant,C5,6
Expert_19,R1,A3,Consultant,C6,4
Expert_19,R1,A3,Consultant,C7,6
Expert_19,R1,A4,Shared,C1,9
Expert_19,R1,A4,Shared,C2,9
Expert_19,R1,A4,Shared,C3,7
Expert_19,R1,A4,Shared,C4,8
Expert_19,R1,A4,Shared,C5,7
Expert_19,R1,A4,Shared,C6,8
Expert_19,R1,A4,Shared,C7,9
Expert_20,R1,A1,Client,C1,4
Expert_20,R1,A1,Client,C2,6
Expert_20,R1,A1,Client,C3,9
Expert_20,R1,A1,Client,C4,9
Expert_20,R1,A1,Client,C5,7
Expert_20,R1,A1,Client,C6,8
Expert_20,R1,A1,Client,C7,5
Expert_20,R1,A2,Contractor,C1,8
Expert_20,R1,A2,Contractor,C2,8
Expert_20,R1,A2,Contractor,C3,5
Expert_20,R1,A2,Contractor,C4,6
Expert_20,R1,A2,Contractor,C5,8
Expert_20,R1,A2,Contractor,C6,7
Expert_20,R1,A2,Contractor,C7,6
Expert_20,R1,A3,Consultant,C1,4
Expert_20,R1,A3,Consultant,C2,8
Expert_20,R1,A3,Consultant,C3,4
Expert_20,R1,A3,Consultant,C4,5
Expert_20,R1,A3,Consultant,C5,6
Expert_20,R1,A3,Consultant,C6,3
Expert_20,R1,A3,Consultant,C7,4
Expert_20,R1,A4,Shared,C1,7
Expert_20,R1,A4,Shared,C2,9
Expert_20,R1,A4,Shared,C3,9
Expert_20,R1,A4,Shared,C4,8
Expert_20,R1,A4,Shared,C5,8
Expert_20,R1,A4,Shared,C6,6
Expert_20,R1,A4,Shared,C7,9
Expert_21,R1,A1,Client,C1,6
Expert_21,R1,A1,Client,C2,3
Expert_21,R1,A1,Client,C3,8
Expert_21,R1,A1,Client,C4,8
Expert_21,R1,A1,Client,C5,6
Expert_21,R1,A1,Client,C6,5
Expert_21,R1,A1,Client,C7,3
Expert_21,R1,A2,Contractor,C1,8
Expert_21,R1,A2,Contractor,C2,6
Expert_21,R1,A2,Contractor,C3,6
Expert_21,R1,A2,Contractor,C4,4
Expert_21,R1,A2,Contractor,C5,8
Expert_21,R1,A2,Contractor,C6,7
Expert_21,R1,A2,Contractor,C7,8
Expert_21,R1,A3,Consultant,C1,7
Expert_21,R1,A3,Consultant,C2,5
Expert_21,R1,A3,Consultant,C3,5
Expert_21,R1,A3,Consultant,C4,8
Expert_21,R1,A3,Consultant,C5,8
Expert_21,R1,A3,Consultant,C6,7
Expert_21,R1,A3,Consultant,C7,3
Expert_21,R1,A4,Shared,C1,9
Expert_21,R1,A4,Shared,C2,8
Expert_21,R1,A4,Shared,C3,7
Expert_21,R1,A4,Shared,C4,7
Expert_21,R1,A4,Shared,C5,9
Expert_21,R1,A4,Shared,C6,8
Expert_21,R1,A4,Shared,C7,9
Expert_22,R1,A1,Client,C1,6
Expert_22,R1,A1,Client,C2,7
Expert_22,R1,A1,Client,C3,9
Expert_22,R1,A1,Client,C4,7
Expert_22,R1,A1,Client,C5,5
Expert_22,R1,A1,Client,C6,6
Expert_22,R1,A1,Client,C7,6
Expert_22,R1,A2,Contractor,C1,8
Expert_22,R1,A2,Contractor,C2,8
Expert_22,R1,A2,Contractor,C3,6
Expert_22,R1,A2,Contractor,C4,8
Expert_22,R1,A2,Contractor,C5,4
Expert_22,R1,A2,Contractor,C6,7
Expert_22,R1,A2,Contractor,C7,8
Expert_22,R1,A3,Consultant,C1,5
Expert_22,R1,A3,Consultant,C2,6
Expert_22,R1,A3,Consultant,C3,6
Expert_22,R1,A3,Consultant,C4,5
Expert_22,R1,A3,Consultant,C5,9
Expert_22,R1,A3,Consultant,C6,4
Expert_22,R1,A3,Consultant,C7,4
Expert_22,R1,A4,Shared,C1,7
Expert_22,R1,A4,Shared,C2,9
Expert_22,R1,A4,Shared,C3,7
Expert_22,R1,A4,Shared,C4,7
Expert_22,R1,A4,Shared,C5,9
Expert_22,R1,A4,Shared,C6,9
Expert_22,R1,A4,Shared,C7,8
Expert_23,R1,A1,Client,C1,6
Expert_23,R1,A1,Client,C2,7
Expert_23,R1,A1,Client,C3,9
Expert_23,R1,A1,Client,C4,8
Expert_23,R1,A1,Client,C5,7
Expert_23,R1,A1,Client,C6,6
Expert_23,R1,A1,Client,C7,3
Expert_23,R1,A2,Contractor,C1,7
Expert_23,R1,A2,Contractor,C2,9
Expert_23,R1,A2,Contractor,C3,7
Expert_23,R1,A2,Contractor,C4,6
Expert_23,R1,A2,Contractor,C5,4
Expert_23,R1,A2,Contractor,C6,7
Expert_23,R1,A2,Contractor,C7,9
Expert_23,R1,A3,Consultant,C1,6
Expert_23,R1,A3,Consultant,C2,5
Expert_23,R1,A3,Consultant,C3,5
Expert_23,R1,A3,Consultant,C4,9
Expert_23,R1,A3,Consultant,C5,7
Expert_23,R1,A3,Consultant,C6,3
Expert_23,R1,A3,Consultant,C7,2
Expert_23,R1,A4,Shared,C1,9
Expert_23,R1,A4,Shared,C2,8
Expert_23,R1,A4,Shared,C3,6
Expert_23,R1,A4,Shared,C4,9
Expert_23,R1,A4,Shared,C5,9
Expert_23,R1,A4,Shared,C6,8
Expert_23,R1,A4,Shared,C7,9
Expert_24,R1,A1,Client,C1,8
Expert_24,R1,A1,Client,C2,5
Expert_24,R1,A1,Client,C3,8
Expert_24,R1,A1,Client,C4,9
Expert_24,R1,A1,Client,C5,9
Expert_24,R1,A1,Client,C6,6
Expert_24,R1,A1,Client,C7,6
Expert_24,R1,A2,Contractor,C1,8
Expert_24,R1,A2,Contractor,C2,9
Expert_24,R1,A2,Contractor,C3,7
Expert_24,R1,A2,Contractor,C4,5
Expert_24,R1,A2,Contractor,C5,4
